2020-08-21 17:35:39,064 INFO  Logger.cs: 70 - 
2020-08-21 17:41:00,490 INFO  ExportHelperExtension.cs: 1142 - Found 31 in bowl-1
2020-08-21 17:41:00,491 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bowl-1
2020-08-21 17:41:00,491 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from catapult
2020-08-21 17:41:00,492 INFO  ExportHelperExtension.cs: 1142 - Found 35 in catapult
2020-08-21 17:41:00,493 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [RefAxis] in catapult
2020-08-21 17:41:00,493 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-08-21 17:41:00,493 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-08-21 17:41:00,494 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from rotation-1
2020-08-21 17:41:00,494 INFO  ExportHelperExtension.cs: 1142 - Found 32 in rotation-1
2020-08-21 17:41:00,495 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in rotation-1
2020-08-21 17:41:00,496 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base-1
2020-08-21 17:41:00,496 INFO  ExportHelperExtension.cs: 1142 - Found 27 in base-1
2020-08-21 17:41:00,497 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base-1
2020-08-21 17:41:00,497 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from bowl-1
2020-08-21 17:41:00,498 INFO  ExportHelperExtension.cs: 1142 - Found 31 in bowl-1
2020-08-21 17:41:00,498 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in bowl-1
2020-08-21 17:41:00,565 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-21 17:43:38,734 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2020-08-21 17:43:38,753 INFO  Serialization.cs: 275 - URDF Configuration found
